GEOID,POPULATION,WORK AVAILABILITY,EDUCATION,SIGNAL
15000US060014071021,823,0.663730255,0.66272093,0.310474825
15000US060014071022,398,0.697864322,0.683883495,0.394689983
15000US060014071023,327,0.68883792,0.633569405,0.302723823
15000US060014071024,276,0.749094203,0.633546326,0
15000US060014072001,520,0.719711538,0.615783366,0.317949151
15000US060014072002,656,0.750381098,0.592398374,0.320963126
15000US060014072003,446,0.665358744,0.670947137,0.325233581
15000US060014072004,1110,0.651576577,0.633912111,0.250054159
15000US060014073001,509,0.675834971,0.619565217,0.262850997
15000US060014073002,686,0.729956268,0.724552716,0.510987448
15000US060014074001,775,0.72483871,0.631796322,0.351202885
15000US060014074002,631,0.660855784,0.588783542,0.196130106
15000US060014074003,423,0.779550827,0.587074074,0.3505354
15000US060014075001,367,0.803814714,0.584450867,0.377870166
15000US060014075002,1004,0.778884462,0.631415241,0.427442776
15000US060014075003,319,0.699059561,0.616815287,0.290930516
15000US060014076001,521,0.633877159,0.695998004,0.313423836
15000US060014076002,477,0.700733753,0.674288425,0.383966035
15000US060014076003,245,0.755102041,0.611271186,0
15000US060014076004,814,0.72512285,0.600516039,0.300519384
15000US060014076005,385,0.726623377,0.663381877,0.405435678
15000US060014077001,439,0.786446469,0.669229958,0.505180314
15000US060014077002,385,0.630519481,0.726132666,0.350955938
15000US060014077003,286,0.573426573,0.737464115,0
15000US060014077004,278,0.696942446,0.725272436,0
15000US060014078001,436,0.78440367,0.615966387,0.407997755
15000US060014078002,299,0.627926421,0.748635744,0
15000US060014078003,309,0.702265372,0.686924779,0.406279646
15000US060014079001,192,0.609375,0.778816068,0
15000US060014079002,498,0.644076305,0.736763085,0.388549533
15000US060014079003,339,0.572271386,0.756333755,0.294618831
15000US060014080001,216,0.668981481,0.81679868,0
15000US060014080002,615,0.706097561,0.807634409,0.604182556
15000US060014081001,183,0.62295082,0.798519637,0
15000US060014081002,1204,0.619601329,0.762118284,0.383319258
15000US060014081003,369,0.655826558,0.717701525,0.37989168
15000US060014081004,192,0.578125,0.796341912,0
15000US060014082001,524,0.648854962,0.727585533,0.383066954
15000US060014082002,669,0.700298954,0.664819479,0.368370171
15000US060014082003,390,0.582051282,0.671926606,0.200622936
15000US060014083001,164,0.754573171,0.654936709,0
15000US060014083002,402,0.683457711,0.744671141,0.466074384
15000US060014083003,284,0.657570423,0.772316456,0
15000US060014083004,903,0.681893688,0.64521028,0.310693045
15000US060014083005,240,0.723958333,0.6495,0
15000US060014084001,509,0.734282908,0.640221811,0.378576788
15000US060014084002,295,0.849152542,0.610035211,0
15000US060014084003,252,0.775793651,0.671499051,0
15000US060014085001,380,0.643421053,0.623267544,0.222983598
15000US060014085002,460,0.731521739,0.60002004,0.308357104
15000US060014085003,408,0.781862745,0.612736156,0.398784033
15000US060014085004,323,0.684210526,0.591805556,0.231759038
15000US060014085005,607,0.691103789,0.595711744,0.247027816
15000US060014086001,575,0.749130435,0.585801688,0.308163784
15000US060014086002,603,0.665837479,0.595716332,0.213133639
15000US060014086003,839,0.701430274,0.574842767,0.227913221
15000US060014086004,264,0.759469697,0.605252918,0
15000US060014087001,402,0.708333333,0.679377358,0.403626704
15000US060014087002,513,0.647660819,0.600369881,0.195533322
15000US060014087003,545,0.671100917,0.593482972,0.216820069
15000US060014087004,385,0.731818182,0.55173913,0.229175904
15000US060014087005,503,0.75944334,0.652744681,0.436278913
15000US060014087006,414,0.754227053,0.607456747,0.351675611
15000US060014088001,734,0.692779292,0.566857143,0.204251799
15000US060014088002,473,0.826109937,0.564057279,0.369273221
15000US060014088003,439,0.869589977,0.557478754,0.411627733
15000US060014088004,931,0.704081633,0.563791774,0.213820991
15000US060014089001,524,0.728053435,0.573495495,0.260174139
15000US060014089002,681,0.780837004,0.581403941,0.342263952
15000US060014090001,802,0.711034913,0.588191617,0.261726928
15000US060014090002,0,#DIV/0!,#DIV/0!,0
15000US060014090003,699,0.70851216,0.571047865,0.231026498
15000US060014090004,0,#DIV/0!,#DIV/0!,0
15000US060014091001,467,0.673447537,0.595092025,0.222397536
15000US060014091002,310,0.771774194,0.602010444,0.36621634
15000US060014092001,742,0.763140162,0.585998126,0.326986267
15000US060014092002,669,0.742152466,0.597197697,0.318006248
15000US060014093001,595,0.734453782,0.591840121,0.298788034
15000US060014093002,555,0.704054054,0.599736842,0.270786723
15000US060014093003,361,0.668975069,0.613176179,0.243651397
15000US060014093004,527,0.711574953,0.567822222,0.229796073
15000US060014094001,287,0.75,0.590769231,0
15000US060014094002,921,0.720141151,0.62173822,0.328203825
15000US060014094003,592,0.71410473,0.595691383,0.277856567
15000US060014095001,683,0.735358712,0.590384615,0.297583603
15000US060014095002,537,0.705307263,0.579880716,0.240936201
15000US060014095003,499,0.663827655,0.603255814,0.221709746
15000US060014096001,418,0.651315789,0.567014315,0.151543473
15000US060014096002,197,0.673857868,0.595688623,0
15000US060014096003,487,0.630390144,0.585064599,0.150447888
15000US060014096004,165,0.751515152,0.596519337,0
15000US060014096005,593,0.714165261,0.558333333,0.217845571
15000US060014097001,348,0.76795977,0.609285714,0.373628345
15000US060014097002,816,0.653186275,0.561801909,0.146263792
15000US060014097003,294,0.719387755,0.607992424,0
15000US060014097004,432,0.696759259,0.629,0.30685675
15000US060014098001,233,0.557939914,0.662788296,0
15000US060014098002,563,0.812611012,0.638439791,0.488264439
15000US060014098003,221,0.662895928,0.66797235,0
15000US060014099001,105,0.630952381,0.713063584,0
15000US060014099002,199,0.587939698,0.71733871,0
15000US060014099003,398,0.698492462,0.755850488,0.508879413
15000US060014099004,235,0.708510638,0.806735016,0
15000US060014100001,204,0.591911765,0.734071322,0
15000US060014100002,837,0.692353644,0.731776765,0.460887401
15000US060014100003,13,0.5,0.85,0
15000US060014101001,475,0.684210526,0.657219451,0.332567048
15000US060014101002,462,0.712121212,0.633419204,0.335708586
15000US060014102001,709,0.698166432,0.592894737,0.252074333
15000US060014102002,303,0.698844884,0.604424342,0.271128414
15000US060014102003,348,0.708333333,0.637148289,0.336253925
15000US060014103001,275,0.718181818,0.570816327,0
15000US060014103002,582,0.712628866,0.586890595,0.261750362
15000US060014103003,581,0.655335628,0.562862524,0.150549038
15000US060014104001,532,0.740131579,0.602213501,0.323649471
15000US060014104002,404,0.724009901,0.637571965,0.359441934
15000US060014104003,791,0.65897598,0.659880305,0.299162049
15000US060014105001,934,0.718147752,0.632723674,0.343181496
15000US060014201001,381,0.692257218,0.805213549,0.575231351
15000US060014201002,144,0.685763889,0.846642336,0
15000US060014201003,186,0.670698925,0.801039501,0
15000US060014202001,516,0.672965116,0.834464902,0.58458057
15000US060014202002,385,0.630519481,0.752797101,0.388823399
15000US060014202003,377,0.675066313,0.843666667,0.602520909
15000US060014203001,612,0.654411765,0.850787815,0.573768822
15000US060014203002,801,0.698813983,0.834479371,0.633186402
15000US060014203003,301,0.651993355,0.753140625,0.425738116
15000US060014204001,2092,0.759321224,0.849737354,0.773007039
15000US060014205001,221,0.650452489,0.769672414,0
15000US060014205002,599,0.655676127,0.79914204,0.499920679
15000US060014206001,225,0.704444444,0.840736976,0
15000US060014206002,281,0.631672598,0.822389937,0
15000US060014206003,256,0.696289063,0.829829193,0
15000US060014211001,171,0.665204678,0.848823529,0
15000US060014211002,221,0.673076923,0.867291667,0
15000US060014212001,31,0.556451613,0.859875776,0
15000US060014212002,362,0.616712707,0.887761905,0.55288617
15000US060014212003,143,0.711538462,0.879663609,0
15000US060014212004,110,0.677272727,0.848657244,0
15000US060014213001,153,0.651960784,0.847312253,0
15000US060014213002,364,0.630494505,0.826377358,0.493271811
15000US060014213003,297,0.644781145,0.871875,0
15000US060014213004,136,0.724264706,0.844079174,0
15000US060014214001,295,0.627966102,0.850529101,0
15000US060014214002,103,0.628640777,0.84814664,0
15000US060014215001,214,0.678738318,0.842138009,0
15000US060014215002,312,0.608974359,0.8531917,0.489995737
15000US060014215003,369,0.62804878,0.841541502,0.510170561
15000US060014216001,228,0.674342105,0.842239658,0
15000US060014216002,259,0.666023166,0.86960334,0
15000US060014216003,184,0.657608696,0.833048128,0
15000US060014216004,296,0.618243243,0.887070707,0
15000US060014217001,735,0.692176871,0.865191693,0.668592903
15000US060014217002,389,0.670951157,0.808450135,0.541481424
15000US060014217003,623,0.695826645,0.827937337,0.617318633
15000US060014218001,413,0.627118644,0.834678007,0.498712931
15000US060014218002,188,0.636968085,0.839485646,0
15000US060014219001,230,0.622826087,0.839732283,0
15000US060014219002,384,0.650390625,0.828812261,0.533871129
15000US060014219003,327,0.610091743,0.802223859,0.422106137
15000US060014219004,359,0.6545961,0.83295389,0.547828121
15000US060014220001,720,0.653472222,0.799085303,0.495870264
15000US060014220002,292,0.77140411,0.721534653,0
15000US060014221001,328,0.617378049,0.779355878,0.403472603
15000US060014221002,740,0.672972973,0.781131186,0.503753766
15000US060014222001,477,0.664046122,0.795785037,0.509965267
15000US060014222002,753,0.708499336,0.784261556,0.571253482
15000US060014222003,536,0.605410448,0.799212903,0.409541846
15000US060014223001,341,0.692082111,0.813554422,0.587915602
15000US060014223002,558,0.647401434,0.811449136,0.502972556
15000US060014223003,969,0.722910217,0.783717694,0.59582374
15000US060014224001,1231,0.685012185,0.914716279,0.731041739
15000US060014224002,765,0.675490196,0.785668663,0.515086004
15000US060014224003,776,0.677835052,0.875635359,0.65658938
15000US060014225001,657,0.678843227,0.876528705,0.659943656
15000US060014225002,571,0.748248687,0.856147309,0.76261807
15000US060014225003,1119,0.757372654,0.801170098,0.686428437
15000US060014226001,961,0.838189386,0.854855967,0.933616467
15000US060014227001,517,0.767408124,0.735402299,0.590859952
15000US060014227002,575,0.783478261,0.731161972,0.609995467
15000US060014227003,1699,0.793260742,0.710644491,0.589447003
15000US060014228001,1647,0.808439587,0.791072555,0.760192902
15000US060014228002,580,0.827586207,0.755666667,0.728310798
15000US060014228003,1687,0.778749259,0.737408602,0.613164276
15000US060014229001,1380,0.780434783,0.801040609,0.72781673
15000US060014229002,1574,0.796696315,0.794634777,0.745661275
15000US060014230001,980,0.62244898,0.860161146,0.525660657
15000US060014230002,866,0.614896074,0.826083401,0.463831511
15000US060014230003,314,0.76433121,0.792559456,0.684161687
15000US060014231001,744,0.714045699,0.82403071,0.645010618
15000US060014231002,369,0.656504065,0.783442907,0.478197008
15000US060014231003,496,0.644153226,0.751712062,0.410365998
15000US060014231004,220,0.6375,0.768607843,0
15000US060014232001,641,0.632215289,0.737556054,0.369995977
15000US060014232002,675,0.672222222,0.768752759,0.483691012
15000US060014233001,583,0.666809605,0.713884141,0.391912638
15000US060014233002,778,0.662917738,0.760746848,0.455626525
15000US060014233003,260,0.654807692,0.764747634,0
15000US060014234001,326,0.659509202,0.789246862,0.492121277
15000US060014234002,540,0.675462963,0.790098847,0.521777792
15000US060014234003,914,0.725929978,0.776697557,0.589675988
15000US060014234004,496,0.69203629,0.727836991,0.454223384
15000US060014235001,455,0.678571429,0.772349469,0.500181782
15000US060014235002,420,0.681547619,0.823048973,0.583187038
15000US060014235003,461,0.657809111,0.797,0.500586256
15000US060014236011,809,0.699011125,0.837217391,0.637867719
15000US060014236012,761,0.654730618,0.822757243,0.533043692
15000US060014236021,1424,0.699438202,0.803097345,0.58492111
15000US060014236022,1107,0.820912376,0.780349127,0.762589142
15000US060014236023,1704,0.775088028,0.863526245,0.827255369
15000US060014237001,500,0.7045,0.837794613,0.649134036
15000US060014237002,329,0.739361702,0.883219405,0.790564071
15000US060014237003,778,0.777956298,0.824155556,0.763847639
15000US060014238001,106,0.702830189,0.855617284,0
15000US060014238002,229,0.673580786,0.837030238,0
15000US060014238003,373,0.691018767,0.873071749,0.67860072
15000US060014239011,498,0.594879518,0.795115646,0.385095258
15000US060014239012,484,0.691115702,0.746270053,0.481407727
15000US060014239021,337,0.732195846,0.839086614,0.703526925
15000US060014239022,448,0.620535714,0.840471281,0.494434163
15000US060014240011,437,0.619565217,0.740321168,0.352839923
15000US060014240012,571,0.664185639,0.753206687,0.446519128
15000US060014240013,760,0.675986842,0.713212025,0.405645518
15000US060014240014,581,0.654905336,0.727119785,0.392295142
15000US060014240021,450,0.662777778,0.704994629,0.372159493
15000US060014240022,486,0.660493827,0.73565035,0.41413815
15000US060014251011,46,0.570652174,0.786920415,0
15000US060014251012,562,0.685053381,0.813137584,0.574392937
15000US060014251021,922,0.596529284,0.814887839,0.414615523
15000US060014251022,834,0.649880096,0.827236467,0.530611511
15000US060014251023,446,0.616591928,0.790874751,0.418089832
15000US060014251031,566,0.631183746,0.829320388,0.498738628
15000US060014251032,592,0.565033784,0.86,0.414220449
15000US060014251033,735,0.645918367,0.723980263,0.373009474
15000US060014251041,955,0.629581152,0.710614035,0.327415336
15000US060014251042,642,0.626168224,0.795609562,0.441826051
15000US060014261001,427,0.740632319,0.862759382,0.758961119
15000US060014261002,151,0.688741722,0.833944316,0
15000US060014261003,254,0.635826772,0.845846995,0
15000US060014261004,121,0.648760331,0.848457831,0
15000US060014261005,240,0.64375,0.86950838,0
15000US060014261006,116,0.640086207,0.84926499,0
15000US060014262001,271,0.614391144,0.853346693,0
15000US060014262002,399,0.703634085,0.845100207,0.659078162
15000US060014262003,226,0.60840708,0.830791367,0
15000US060014271001,337,0.668397626,0.738170564,0.431028359
15000US060014271002,90,0.730555556,0.767054674,0
15000US060014271003,452,0.613938053,0.720484799,0.316027091
15000US060014272001,268,0.629664179,0.676617251,0
15000US060014272002,730,0.648287671,0.701219512,0.343638454
15000US060014272003,229,0.715065502,0.668340486,0
15000US060014272004,124,0.600806452,0.763264095,0
15000US060014272005,59,0.538135593,0.558235294,0
15000US060014273001,443,0.661963883,0.715334797,0.386284018
15000US060014273002,464,0.635237069,0.793493827,0.45505018
15000US060014273003,558,0.662634409,0.736923077,0.419584488
15000US060014273004,268,0.704291045,0.688316633,0
15000US060014273005,197,0.774111675,0.692397094,0
15000US060014276001,1417,0.747706422,0.722157857,0.535921537
15000US060014276002,935,0.706684492,0.669520548,0.385414586
15000US060014276003,262,0.738549618,0.684772036,0
15000US060014277001,398,0.604271357,0.683832061,0.250454726
15000US060014277002,1078,0.597634508,0.693928571,0.253823185
15000US060014277003,411,0.680048662,0.784630715,0.521562827
15000US060014277004,231,0.681818182,0.762993311,0
15000US060014278001,194,0.679123711,0.737895392,0
15000US060014278002,208,0.584134615,0.771040541,0
15000US060014278003,273,0.634615385,0.778003697,0
15000US060014278004,210,0.545238095,0.725209953,0
15000US060014278005,500,0.6335,0.721264223,0.34888399
15000US060014279001,349,0.60243553,0.719673913,0.296260722
15000US060014279002,548,0.673813869,0.741114313,0.44450111
15000US060014279003,364,0.585164835,0.808357724,0.385150444
15000US060014279004,116,0.663793103,0.726027778,0
15000US060014279005,686,0.640670554,0.693635634,0.320664428
15000US060014280001,222,0.654279279,0.698660969,0
15000US060014280002,1224,0.631740196,0.757172897,0.397119507
15000US060014281001,462,0.649891775,0.740205479,0.403238904
15000US060014281002,281,0.68594306,0.787439887,0
15000US060014281003,564,0.604166667,0.723452915,0.304209256
15000US060014281004,343,0.714285714,0.708480392,0.459556518
15000US060014282001,470,0.671808511,0.746923077,0.449943179
15000US060014282002,450,0.686111111,0.770064057,0.509766021
15000US060014282003,289,0.648788927,0.740542265,0
15000US060014282004,483,0.644927536,0.691980198,0.324910459
15000US060014282005,260,0.636538462,0.799648876,0
15000US060014283011,719,0.715577191,0.728576052,0.494006121
15000US060014283012,304,0.685032895,0.717997097,0.427560144
15000US060014283013,393,0.647582697,0.748410463,0.411356843
15000US060014283014,824,0.639866505,0.777859036,0.440791134
15000US060014283021,526,0.643536122,0.790783208,0.465953489
15000US060014283022,499,0.673346693,0.781593378,0.505112247
15000US060014283023,696,0.612428161,0.759045825,0.366767971
15000US060014284001,675,0.610740741,0.733494142,0.328734204
15000US060014284002,505,0.603960396,0.713304473,0.290067932
15000US060014284003,597,0.620603015,0.731466276,0.342192923
15000US060014285001,934,0.682012848,0.73864799,0.454398636
15000US060014285002,107,0.644859813,0.770903955,0
15000US060014286001,709,0.594851904,0.735722983,0.305470753
